Trip_ID,TransactionMonth,Destination,Start_date,End_date,Number_of_travelers,Client_ID,Client_age_range,Client_gender,Referral_source,Client_credit_card,Client_nationality,Client_age,Client_rank,Time_of_first_call,Accommodation_type,Transportation_cost,Accommodation_cost,Tours_cost,Insurance_cost,Agency_fee,Agency_hours,On_call_hours,Associates_involved,Internal_service_failures
124,2021-03,"New Delhi, India",2021-07-17,2021-07-21,1.0,3782.0,36-50,F,Online Ad,MasterCard,Spain,45.0,na,Afternoon,Luxury,901.71,1680.0,,95.68,1175.68,11.57,,,1.0
125,2021-07,"Rome, Italy",2021-08-27,2021-09-08,7.0,1936.0,36-50,M,Friend/Family,Visa,Argentina,43.0,na,Evening,Budget,4495.37,7770.0,85.38,100.0,862.61,18.91,8.79,0.0,
126,2022-08,"Bangkok, Thailand",2022-11-18,2022-11-25,3.0,3405.0,18-25,M,Friend/Family,MasterCard,Greece,19.0,na,Morning,Budget,1921.85,1837.5,57.25,100.0,1120.74,9.74,3.81,,0.0
127,2021-09,Reykjavik ( Iceland,2022-02-12,2022-02-24,2.0,2085.0,51+,F,,Visa,Mexico,66.0,frequent,Morning,Standard,1022.3,4608.0,88.88,100.0,910.96,9.93,4.19,0.0,
128,2021-06,"Reykjavik, Iceland",2021-09-11,2021-09-14,1.0,1985.0,51+,F,Friend/Family,MasterCard,France,61.0,Frequent Traveler,,Budget,606.57,240.0,,29.15,942.02,10.46,6.22,0.0,1.0
129,2022-11,"Rome, Italy",2023-03-28,2023-04-04,5.0,2748.0,18-25,F,,Amex,South Korea,25.0,na,Afternoon,Budget,3162.54,3237.5,91.08,100.0,1015.21,12.68,4.92,0.0,
130,2025-01,"Bali, Indonesia",2025-04-02,2025-04-05,8.0,3232.0,36-50,F,Other,Visa,USA,41.0,frequent,Evening,Luxury,4400.52,10800.0,162.53,100.0,775.42,27.07,19.01,0.0,0.0
131,2025-06,"Bangkok, Thailand",2025-11-20,2025-11-25,3.0,1447.0,18-25,F,Online Ad,Amex,Japan,18.0,Frequent,Afternoon,Luxury,1538.2,7875.0,144.42,100.0,851.65,10.44,3.35,0.0,1.0
132,2022-01,"Reykjavik, Iceland",2022-06-08,2022-06-12,1.0,267.0,18-25,M,Other,MasterCard,UK,20.0,na,Afternoon,Standard,723.57,768.0,95.13,64.12,1243.36,8.76,3.06,0.0,0.0
133,2021-11,"Cape Town, South Africa",2022-04-05,2022-04-09,7.0,4635.0,51+,M,,Amex,Brazil,51.0,na,Evening,Budget,6461.63,1960.0,54.08,100.0,1039.55,25.65,19.56,0.0,
134,2022-08,"Tokyo, Japan",2022-11-13,2022-11-23,3.0,3822.0,51+,M,Other,Amex,Canada,52.0,frequent,,Budget,2196.99,2550.0,,100.0,787.89,12.22,6.28,1.0,0.0
135,2024-04,"Bali, Indonesia",2024-05-13,2024-05-25,5.0,4834.0,26-35,F,Friend/Family,Visa,Switzerland,33.0,na,Evening,,3070.62,27000.0,164.7,100.0,1118.18,16.35,10.11,0.0,0.0
136,2025-03,"Tokyo, Japan",2025-04-27,2025-05-07,3.0,3189.0,51+,M,Search Engine,Visa,China,,frequent,Morning,,1271.88,6120.0,131.13,100.0,678.48,12.84,,1.0,0.0
137,2023-06,"New Delhi, India",09/14/2023,2023-09-21,8.0,845.0,51+,F,Online Ad,Amex,India,63.0,na,,Budget,5511.32,3920.0,130.86,100.0,867.81,28.14,,1.0,
138,2023-06,"Tokyo, Japan",2023-09-08,2023-09-17,1.0,2227.0,36-50,F,Online Ad,MasterCard,USA,40.0,na,Afternoon,Luxury,625.72,4590.0,185.39,100.0,,8.09,2.78,0.0,
139,2021-08,Cape Town;  South Africa,2021-12-14,2021-12-24,,4769.0,36-50,M,Friend/Family,MasterCard,USA,42.0,Frequent Traveler,Evening,Standard,1262.74,3360.0,131.81,100.0,1118.1,12.95,5.23,1.0,0.0
140,2025-12,"Cairo, Egypt",2026-02-09,2026-02-20,2.0,,51+,M,Friend/Family,MasterCard,Chile,,na,Morning,Budget,1386.63,1430.0,76.33,100.0,734.88,15.03,9.95,,0.0
141,2023-12,"Tokyo, Japan",2023-12-31,2024-01-04,1.0,,51+,M,Online Ad,Visa,USA,65.0,na,Afternoon,Standard,501.22,816.0,89.35,70.28,752.29,7.72,,1.0,0.0
142,2022-07,"Reykjavik, Iceland",2022-12-18,2022-12-29,1.0,3760.0,36-50,M,Social Media,Visa,France,42.0,na,Morning,Standard,681.03,2112.0,139.83,100.0,959.39,8.56,4.3,0.0,1.0
143,2023-09,Rome ( Italy,2023-11-04,2023-11-14,2.0,3914.0,51+,M,Social Media,MasterCard,Italy,68.0,na,Evening,Luxury,944.12,11100.0,121.03,100.0,664.02,10.49,,0.0,0.0
144,2021-09,"Reykjavik, Iceland",2021-11-05,2021-11-14,3.0,2100.0,18-25,M,Other,Visa,Thailand,25.0,Frequent Traveler,Afternoon,Standard,1879.8,5184.0,94.67,100.0,1243.36,10.36,4.14,2.0,1.0
145,2024-07,"Cairo, Egypt",2024-11-14,2024-11-27,4.0,1304.0,51+,F,Friend/Family,,Germany,64.0,VIP,Evening,Standard,3395.09,8112.0,111.81,100.0,741.66,17.2,,0.0,0.0
146,2024-12,"Cairo, Egypt",2025-05-23,2025-06-01,2.0,106.0,36-50,F,Other,Amex,India,41.0,Frequent Traveler,Evening,Standard,1008.69,2808.0,104.44,100.0,936.91,14.95,6.59,0.0,1.0
147,2025-02,"Bali, Indonesia",2025-04-21,2025-04-28,4.0,2770.0,18-25,M,Online Ad,,Argentina,19.0,na,Morning,Standard,2987.82,5040.0,89.14,100.0,1028.4,13.34,5.34,2.0,2.0
148,2022-11,"Bangkok, Thailand",2022-12-19,2023-01-02,1.0,643.0,26-35,F,Social Media,Discover,Sweden,,na,Afternoon,Standard,621.52,2940.0,86.44,100.0,1025.0,9.07,,2.0,
149,2025-11,"Cape Town, South Africa",2026-02-01,2026-02-04,1.0,1972.0,18-25,F,Online Ad,MasterCard,Romania,22.0,Frequent Traveler,Morning,Standard,660.65,504.0,72.25,61.83,1014.79,11.5,4.8,1.0,
150,2022-02,"Santiago, Chile",2022-06-19,2022-06-23,6.0,1525.0,26-35,M,Social Media,,Egypt,27.0,na,Morning,Standard,5812.01,3686.4,89.08,100.0,1451.45,20.93,9.37,0.0,0.0
151,2024-08,Tokyo ( Japan,2024-09-30,2024-10-11,3.0,,51+,F,Search Engine,Discover,India,61.0,vip,Evening,,1981.81,6732.0,93.46,100.0,662.58,13.24,5.92,1.0,0.0
152,2025-08,"Santiago, Chile",2025-12-04,2025-12-07,2.0,,26-35,M,Social Media,Visa,Sweden,28.0,frequent,Evening,Budget,1374.32,384.0,97.37,88.98,1053.56,12.92,6.45,,0.0
153,2023-12,"Johannesburg, South Africa",2024-04-27,2024-05-10,3.0,3893.0,26-35,F,Social Media,MasterCard,Canada,29.0,VIP,Afternoon,Standard,2094.56,6177.6,127.11,100.0,1182.69,16.04,,1.0,0.0
154,2024-06,"New Delhi, India",2024-10-20,2024-10-27,3.0,1351.0,51+,F,Friend/Family,MasterCard,USA,57.0,frequent,Morning,Standard,2648.42,3528.0,84.92,100.0,828.95,16.33,8.93,0.0,0.0
155,2022-02,"Tokyo, Japan",2022-03-12,2022-03-23,6.0,4573.0,51+,F,Other,MasterCard,China,59.0,na,Morning,Standard,3255.42,13464.0,82.62,100.0,785.98,18.21,13.97,0.0,
156,2024-07,"Johannesburg, South Africa",2024-09-06,2024-09-20,,4786.0,51+,F,Online Ad,Visa,Vietnam,51.0,na,Afternoon,Standard,4523.69,13305.6,96.39,100.0,860.03,23.98,19.87,1.0,0.0
157,2023-01,"Rome, Italy",2023-05-04,2023-05-16,4.0,1059.0,18-25,F,Online Ad,Discover,UK,20.0,V.I.P.,,Standard,2595.57,10656.0,124.44,100.0,1006.27,10.93,3.41,0.0,0.0
158,2022-10,"Santiago, Chile",2022-11-29,2022-12-09,2.0,544.0,18-25,M,Search Engine,Visa,Switzerland,18.0,Frequent Traveler,Morning,Budget,1259.46,1280.0,121.15,100.0,,15.54,6.87,0.0,
159,2023-07,"Buenos Aires, Argentina",2023-12-01,2023-12-06,2.0,925.0,26-35,M,Online Ad,Visa,USA,28.0,Frequent Traveler,Morning,Standard,1487.27,,85.1,84.08,1276.37,13.57,5.99,,0.0
160,2025-09,"Cairo, Egypt",02/14/2026,2026-02-25,2.0,2779.0,36-50,F,,MasterCard,Switzerland,42.0,na,Evening,Standard,1244.45,3432.0,139.52,100.0,877.32,13.93,8.03,2.0,
161,2023-07,"Bali, Indonesia",2023-09-28,2023-10-02,2.0,775.0,18-25,M,Search Engine,Visa,China,25.0,na,Evening,Standard,1491.37,1440.0,103.74,100.0,1176.23,10.4,3.84,0.0,1.0
162,2022-02,"Santiago, Chile",2022-06-16,2022-06-27,2.0,833.0,51+,M,Online Ad,Visa,Thailand,55.0,Frequent Traveler,Morning,Standard,1384.37,3379.2,122.41,100.0,1012.73,14.69,9.4,0.0,
163,2021-01,"Lima, Peru",2021-02-23,2021-02-28,1.0,79.0,26-35,M,Search Engine,Visa,Canada,27.0,frequent,Evening,Luxury,696.92,1950.0,154.86,,1566.15,13.71,4.87,,0.0
164,2024-09,"Paris, France",11/29/2024,2024-12-11,1.0,,18-25,M,Search Engine,Amex,China,20.0,na,Evening,Budget,471.23,1140.0,93.87,19.36,803.78,4.21,1.53,1.0,0.0
165,2023-02,"Bangkok, Thailand",2023-07-28,2023-07-31,1.0,3023.0,36-50,F,Other,Visa,Romania,45.0,Frequent Traveler,Afternoon,Standard,530.28,630.0,122.03,38.48,821.38,7.8,2.82,,
166,2024-05,"Buenos Aires, Argentina",2024-07-26,2024-08-08,1.0,,36-50,F,Other,MasterCard,Switzerland,40.0,na,Evening,Luxury,928.39,4914.0,144.07,100.0,973.62,13.05,4.99,0.0,
167,2025-08,"Paris, France",2025-11-06,2025-11-12,6.0,792.0,51+,F,Search Engine,,USA,63.0,VIP,Afternoon,Budget,3919.06,3420.0,69.2,100.0,578.33,18.68,12.38,0.0,
168,2021-04,"Bali, Indonesia",2021-09-12,2021-09-21,1.0,2354.0,36-50,M,Friend/Family,Visa,Switzerland,50.0,Frequent,Afternoon,Standard,505.44,1620.0,115.78,96.54,1025.02,10.92,4.55,2.0,0.0
169,2024-09,"Reykjavik, Iceland",2025-01-04,2025-01-12,2.0,1149.0,26-35,M,Online Ad,,Japan,28.0,na,Morning,Standard,1192.04,3072.0,,100.0,1005.03,9.81,2.97,0.0,2.0
170,2022-05,Tokyo ( Japan,2022-10-21,2022-11-02,6.0,2773.0,36-50,M,Online Ad,Discover,UK,48.0,frequent,Afternoon,Standard,3379.46,14688.0,105.92,100.0,955.54,17.08,11.6,0.0,0.0
171,2024-12,"Santiago, Chile",2025-04-24,2025-04-28,1.0,3931.0,36-50,F,Online Ad,MasterCard,Romania,46.0,na,Morning,Standard,748.52,614.4,156.12,41.66,939.12,13.14,7.79,1.0,1.0
172,2023-05,"Bali, Indonesia",09/13/2023,2023-09-18,2.0,3641.0,51+,M,Online Ad,,Canada,62.0,Frequent Traveler,Afternoon,Standard,1147.29,1800.0,111.38,100.0,805.15,13.37,,1.0,0.0
173,2023-10,Barcelona;  Spain,2023-12-13,2023-12-16,3.0,3356.0,36-50,Other,Social Media,Discover,Kenya,45.0,Frequent,Afternoon,Standard,1630.17,1944.0,111.28,100.0,814.52,11.52,5.31,0.0,1.0
174,2022-05,Santiago ( Chile,2022-07-09,2022-07-16,2.0,,26-35,F,Search Engine,MasterCard,Greece,,Frequent,Evening,Budget,1121.79,896.0,65.99,60.99,1423.21,12.97,6.93,1.0,0.0
175,2025-01,"Barcelona, Spain",2025-04-10,2025-04-17,4.0,3651.0,36-50,M,Other,Visa,UK,36.0,frequent,Morning,Luxury,2263.96,,143.72,100.0,663.49,11.84,,,
176,2023-03,"Paris, France",2023-06-18,2023-06-28,3.0,3101.0,51+,F,Online Ad,,Mexico,54.0,na,Afternoon,Standard,1694.1,6840.0,130.67,100.0,700.94,9.78,4.33,,0.0
177,2023-10,"Johannesburg, South Africa",2023-12-23,2024-01-02,6.0,2904.0,26-35,M,Other,MasterCard,Nigeria,30.0,frequent,Evening,Budget,3933.09,3960.0,80.92,100.0,1245.1,20.49,11.58,,
178,2023-07,"Johannesburg, South Africa",2023-09-08,2023-09-16,1.0,4139.0,26-35,M,Online Ad,Visa,Switzerland,,Frequent Traveler,Morning,Standard,668.84,1267.2,105.53,84.55,1266.46,14.87,,1.0,1.0
179,2021-03,"Reykjavik, Iceland",2021-08-02,2021-08-16,1.0,4679.0,51+,F,Social Media,MasterCard,UK,52.0,na,Morning,Standard,531.04,2688.0,110.71,100.0,959.81,11.41,4.42,0.0,0.0
180,2024-04,"New Delhi, India",2024-07-01,2024-07-09,4.0,2277.0,18-25,M,Friend/Family,MasterCard,Germany,22.0,na,Evening,Budget,3073.26,2240.0,98.21,100.0,1154.68,15.06,,1.0,0.0
181,2024-04,"Bali, Indonesia",2024-07-05,2024-07-08,3.0,1414.0,36-50,F,Online Ad,Visa,Switzerland,,vip,Evening,Budget,1991.95,675.0,70.21,100.0,877.59,11.74,7.0,,
182,2022-01,"Tokyo, Japan",2022-06-14,2022-06-27,1.0,4938.0,51+,F,Social Media,Visa,USA,55.0,Frequent,Morning,Standard,610.23,2652.0,96.38,100.0,855.36,9.48,4.49,1.0,0.0
183,2024-05,"Barcelona, Spain",2024-09-18,2024-10-02,7.0,3159.0,51+,M,Online Ad,Visa,Egypt,69.0,vip,Evening,Budget,5091.53,,97.56,100.0,661.27,22.35,12.5,2.0,0.0
184,2024-01,"Bangkok, Thailand",2024-06-25,2024-06-30,1.0,4149.0,18-25,M,Other,Visa,Brazil,20.0,Frequent,Evening,Standard,463.92,1050.0,121.84,21.85,960.37,6.36,1.79,,0.0
185,2025-02,"Barcelona, Spain",2025-03-17,2025-03-25,5.0,3367.0,18-25,M,Social Media,MasterCard,Germany,25.0,na,Afternoon,Budget,2736.91,3600.0,111.0,100.0,900.19,14.99,10.38,2.0,0.0
186,2024-01,"Bali, Indonesia",2024-06-08,2024-06-12,8.0,4081.0,36-50,F,Online Ad,,Egypt,47.0,na,Morning,Budget,4250.43,2400.0,71.56,100.0,922.63,25.79,15.68,0.0,
187,2024-08,"Reykjavik, Iceland",2025-01-25,2025-01-29,5.0,2183.0,18-25,F,Social Media,Discover,Canada,20.0,na,Evening,Luxury,3555.44,9600.0,142.39,100.0,959.68,15.32,,,0.0
188,2025-08,"Bangkok, Thailand",2025-11-12,2025-11-15,4.0,2108.0,26-35,M,Online Ad,Amex,Mexico,33.0,Frequent Traveler,Morning,Luxury,2186.81,6300.0,138.89,100.0,872.45,11.87,,0.0,
189,2021-01,"Bali, Indonesia",2021-02-17,2021-02-26,2.0,174.0,36-50,F,Search Engine,MasterCard,South Korea,49.0,Frequent Traveler,Afternoon,Budget,1524.97,1350.0,79.11,100.0,1140.58,12.95,,1.0,2.0
190,2024-12,"Reykjavik, Iceland",2025-02-09,2025-02-12,6.0,553.0,36-50,M,Search Engine,Visa,France,45.0,Frequent,Afternoon,Budget,4254.98,1440.0,90.02,100.0,791.92,18.07,13.06,0.0,0.0
191,2023-04,"Bali, Indonesia",2023-07-19,2023-07-31,6.0,2223.0,51+,Other,Online Ad,Discover,Cuba,57.0,Frequent,Morning,Standard,3975.77,12960.0,114.89,100.0,852.64,20.85,15.68,,
192,2023-03,"Paris, France",2023-07-14,2023-07-21,6.0,1586.0,51+,M,Online Ad,MasterCard,Argentina,68.0,frequent,Evening,Standard,3593.99,9576.0,106.74,100.0,765.1,17.55,12.22,0.0,0.0
193,2023-08,"New Delhi, India",2023-12-30,2024-01-04,3.0,278.0,51+,M,Social Media,Visa,China,57.0,Frequent,Afternoon,Budget,2204.63,1050.0,99.69,100.0,844.77,15.12,7.5,2.0,0.0
194,2024-12,"Barcelona, Spain",2025-05-26,2025-06-07,3.0,2699.0,51+,M,Other,Amex,Germany,66.0,Frequent Traveler,,Standard,1481.42,7776.0,109.26,100.0,669.44,11.76,,,
195,2024-09,"Paris, France",2025-02-10,2025-02-15,3.0,2620.0,51+,M,Online Ad,MasterCard,France,69.0,Frequent,Evening,Standard,1547.15,3420.0,135.19,100.0,614.56,9.56,,1.0,
196,2024-05,"Cairo, Egypt",2024-08-31,2024-09-04,1.0,2144.0,36-50,F,Online Ad,Visa,Thailand,45.0,na,Morning,Standard,735.72,624.0,126.3,82.76,1007.66,12.02,,,0.0
197,2021-01,"Bangkok, Thailand",2021-04-05,2021-04-08,5.0,,51+,Other,Online Ad,Discover,Cuba,57.0,VIP,Afternoon,Budget,3357.34,1312.5,110.11,100.0,854.18,15.6,7.27,0.0,0.0
198,2025-11,"Rome, Italy",2025-12-23,2025-12-26,5.0,4709.0,51+,M,Social Media,Visa,Romania,56.0,na,Morning,Luxury,3305.52,8325.0,118.88,100.0,539.91,15.78,,,0.0
199,2023-10,"Bangkok, Thailand",2024-02-13,2024-02-24,5.0,1957.0,36-50,F,Friend/Family,,Canada,39.0,Frequent Traveler,Evening,Standard,3435.3,11550.0,98.37,100.0,783.34,12.69,5.19,0.0,0.0
200,2022-03,Johannesburg ( South Africa,2022-06-13,2022-06-19,3.0,885.0,51+,F,Online Ad,Amex,Poland,,Frequent,,Budget,2858.07,1188.0,119.44,100.0,950.11,,8.86,1.0,0.0
201,2021-02,"Barcelona, Spain",2021-04-16,2021-04-22,2.0,3095.0,26-35,F,Search Engine,Visa,Brazil,28.0,frequent,Afternoon,Budget,1226.08,1080.0,96.61,73.7,1186.71,,4.23,1.0,1.0
202,2021-05,"Bali, Indonesia",2021-07-08,2021-07-15,7.0,205.0,51+,M,Online Ad,MasterCard,India,54.0,na,Evening,,5239.99,8820.0,100.4,100.0,993.75,22.81,16.06,,0.0
203,2025-11,"Reykjavik, Iceland",2025-12-24,2026-01-03,7.0,3727.0,51+,F,Online Ad,MasterCard,USA,58.0,Frequent,Evening,Standard,3910.84,13440.0,114.24,100.0,643.48,,19.34,2.0,0.0
204,2023-06,"Paris, France",2023-07-12,2023-07-16,4.0,,18-25,M,Friend/Family,MasterCard,UK,21.0,frequent,Afternoon,Luxury,1620.0,,123.63,100.0,937.88,10.13,6.27,,0.0
205,2022-04,"Lima, Peru",2022-06-13,2022-06-17,2.0,3698.0,,F,Social Media,,UK,66.0,na,Evening,Standard,1328.69,1248.0,94.9,100.0,997.69,14.0,9.61,,1.0
206,2024-01,"Lima, Peru",2024-03-04,2024-03-08,1.0,1700.0,51+,M,Friend/Family,Visa,Germany,64.0,na,Afternoon,Standard,672.82,624.0,80.1,92.55,927.09,13.18,6.15,1.0,0.0
207,2025-02,"Bangkok, Thailand",2025-05-31,2025-06-12,1.0,1200.0,36-50,F,Social Media,,Sweden,46.0,na,Morning,Luxury,596.53,6300.0,137.39,100.0,666.39,9.91,3.07,1.0,0.0
208,2024-07,"Tokyo, Japan",2024-08-19,2024-09-02,4.0,3427.0,18-25,F,Other,Visa,Panama,23.0,V.I.P.,Afternoon,Budget,2401.72,4760.0,73.8,100.0,914.92,11.34,5.75,0.0,1.0
209,2022-07,"Bangkok, Thailand",2022-11-07,2022-11-19,3.0,923.0,26-35,M,Social Media,Visa,Canada,33.0,frequent,Evening,,1849.93,7560.0,120.88,100.0,1065.65,9.88,,0.0,0.0
210,2025-08,"Tokyo, Japan",2025-11-11,2025-11-14,2.0,1580.0,51+,M,Friend/Family,Amex,UK,52.0,na,Afternoon,Luxury,1258.4,3060.0,188.34,100.0,637.72,,5.07,1.0,0.0
211,2021-06,"Rome, Italy",2021-08-05,2021-08-18,5.0,1459.0,51+,F,Search Engine,Amex,Brazil,54.0,Frequent,Evening,,2625.75,14430.0,96.15,100.0,777.2,14.22,,,0.0
212,2024-02,"Lima, Peru",2024-07-03,2024-07-17,7.0,4860.0,26-35,F,Social Media,Visa,Germany,33.0,na,Evening,Standard,4302.61,15288.0,192.8,100.0,1203.52,23.12,14.15,0.0,1.0
213,2024-11,"Buenos Aires, Argentina",2025-02-23,2025-03-04,1.0,889.0,26-35,M,Online Ad,Visa,Poland,32.0,Frequent Traveler,Morning,Luxury,794.47,3402.0,,100.0,1204.15,12.58,4.02,0.0,0.0
214,2022-05,"Cairo, Egypt",2022-06-03,2022-06-17,2.0,2702.0,26-35,Other,Online Ad,MasterCard,India,35.0,na,Afternoon,Luxury,1235.04,10920.0,154.82,100.0,1137.76,13.52,9.87,0.0,0.0
215,2024-01,"Rome, Italy",2024-04-28,2024-05-01,7.0,732.0,36-50,F,Other,MasterCard,Mexico,42.0,Frequent Traveler,Afternoon,Standard,4499.98,,83.23,100.0,758.36,19.8,8.64,,0.0
216,2025-07,"Bali, Indonesia",2025-11-18,2025-11-30,4.0,2517.0,36-50,F,Search Engine,Visa,Egypt,43.0,Frequent Traveler,Evening,Standard,2025.64,8640.0,91.1,100.0,756.87,,,,0.0
217,2022-07,Tokyo ( Japan,10/03/2022,2022-10-09,1.0,860.0,36-50,M,Other,Discover,Portugal,43.0,frequent,Evening,Luxury,655.7,3060.0,147.96,100.0,947.32,10.6,3.9,1.0,
218,2025-10,"Cape Town, South Africa",01/21/2026,2026-01-28,2.0,839.0,26-35,M,,MasterCard,Peru,27.0,VIP,Morning,Standard,1238.44,2352.0,102.37,100.0,959.15,10.64,,,
219,2025-02,"Johannesburg, South Africa",2025-06-25,2025-06-28,4.0,3157.0,36-50,F,Search Engine,Visa,Greece,50.0,na,Afternoon,Standard,2619.18,1900.8,121.08,100.0,780.59,16.6,10.71,0.0,
220,2022-11,"Buenos Aires, Argentina",02/24/2023,2023-03-09,3.0,4271.0,36-50,M,Online Ad,Amex,UK,36.0,Frequent,Morning,Standard,1925.1,5896.8,103.73,100.0,1123.25,14.93,7.11,1.0,
221,2021-02,"Rome, Italy",2021-05-03,2021-05-13,5.0,,36-50,M,Other,Visa,South Korea,,Frequent Traveler,,Budget,2351.88,4625.0,120.66,100.0,931.51,13.66,7.14,0.0,
222,2024-06,"Cairo, Egypt",2024-07-05,2024-07-15,1.0,2902.0,,M,Other,Amex,India,54.0,Frequent Traveler,Morning,Budget,547.24,650.0,60.55,51.91,885.32,13.21,9.89,0.0,
223,2023-11,"Marrakech, Morocco",2024-01-05,2024-01-13,1.0,4393.0,18-25,F,Online Ad,Visa,Canada,24.0,frequent,Evening,,744.44,1296.0,139.4,73.78,,12.35,,,
224,2025-09,"Reykjavik, Iceland",2025-12-12,2025-12-21,6.0,1478.0,51+,M,Social Media,Visa,Switzerland,68.0,na,Evening,Standard,3200.5,10368.0,113.76,100.0,,19.89,,3.0,
225,2025-01,"New Delhi, India",2025-06-18,2025-06-29,3.0,4235.0,51+,M,Social Media,MasterCard,China,68.0,na,Morning,Budget,1840.42,2310.0,86.1,100.0,766.71,14.48,,,0.0
226,2021-02,"New Delhi, India",2021-07-05,2021-07-16,5.0,3352.0,36-50,F,Online Ad,MasterCard,USA,38.0,Frequent,Afternoon,Standard,3489.77,9240.0,131.21,100.0,1146.05,17.31,11.23,2.0,0.0
227,2024-11,"Reykjavik, Iceland",2025-01-19,2025-02-01,3.0,3994.0,36-50,F,Search Engine,Visa,USA,44.0,Frequent,Evening,Luxury,2157.0,18720.0,163.92,100.0,726.2,11.84,6.78,0.0,0.0
228,2023-07,Rome;  Italy,2023-11-26,2023-12-03,5.0,756.0,36-50,Other,Search Engine,Amex,Brazil,48.0,VIP,Evening,Standard,3013.62,7770.0,109.67,100.0,734.38,15.26,,0.0,
229,2022-02,"Paris, France",2022-04-05,2022-04-13,4.0,1867.0,26-35,F,Social Media,Amex,Vietnam,30.0,na,Morning,Standard,2868.76,7296.0,108.2,100.0,1004.55,10.97,,0.0,0.0
230,2023-04,"Tokyo, Japan",2023-07-09,2023-07-23,6.0,,36-50,F,Search Engine,Discover,Italy,,Frequent,Afternoon,Luxury,3296.07,42840.0,158.52,100.0,895.3,15.69,,0.0,0.0
231,2024-12,"Tokyo, Japan",2025-05-28,2025-06-11,2.0,2618.0,36-50,F,Search Engine,MasterCard,India,,na,Morning,Budget,1335.71,2380.0,80.22,100.0,755.77,10.07,5.17,0.0,0.0
232,2025-09,"Bali, Indonesia",2026-01-26,2026-01-30,3.0,1814.0,36-50,F,Search Engine,Visa,Peru,45.0,Frequent Traveler,,Standard,1365.57,2160.0,133.24,100.0,805.48,,,,1.0
233,2023-10,"Bangkok, Thailand",2024-01-24,2024-02-02,5.0,3332.0,26-35,M,Online Ad,MasterCard,Brazil,29.0,frequent,Afternoon,Standard,3744.4,9450.0,132.57,100.0,968.86,13.81,5.33,,0.0
234,2021-12,"Tokyo, Japan",02/08/2022,2022-02-13,1.0,3052.0,51+,M,Social Media,Visa,Mexico,,frequent,Morning,Budget,718.63,,110.27,30.95,867.74,10.05,,0.0,0.0
235,2024-06,"Tokyo, Japan",2024-09-14,2024-09-24,4.0,3432.0,26-35,F,Social Media,Visa,Canada,29.0,na,,Standard,3136.54,,101.46,100.0,1001.52,12.49,4.3,,1.0
236,2025-02,Santiago;  Chile,2025-05-13,2025-05-19,2.0,1820.0,51+,F,Online Ad,MasterCard,Iceland,62.0,frequent,Afternoon,Standard,1537.66,1843.2,85.99,100.0,799.36,15.21,7.97,0.0,0.0
237,2022-07,"Bali, Indonesia",2022-09-10,2022-09-24,3.0,1748.0,51+,M,,Visa,Japan,63.0,Frequent,Evening,Standard,1861.46,7560.0,92.96,100.0,909.34,14.23,8.41,,
238,2023-12,"Cairo, Egypt",2024-05-04,2024-05-07,1.0,1674.0,26-35,F,Other,Visa,Ethiopia,35.0,na,Morning,Budget,727.3,195.0,86.89,5.78,992.99,13.28,,3.0,
239,2024-02,"Bangkok, Thailand",2024-07-03,2024-07-15,1.0,147.0,36-50,F,Search Engine,Visa,South Korea,,Frequent,Evening,Budget,777.19,1050.0,93.79,100.0,806.7,7.61,2.77,0.0,1.0
240,2021-12,"Paris, France",2022-01-24,2022-02-05,1.0,2430.0,26-35,F,Online Ad,Visa,Italy,32.0,na,Morning,Luxury,553.74,6840.0,148.39,100.0,1067.27,6.9,1.98,0.0,0.0
241,2024-09,"Paris, France",2025-02-12,2025-02-23,2.0,2114.0,51+,Other,Friend/Family,Amex,Canada,,Frequent,Evening,Budget,1099.38,2090.0,60.91,100.0,588.79,10.03,4.89,0.0,0.0
242,2021-06,"Rome, Italy",2021-10-17,2021-10-31,,2504.0,36-50,M,Online Ad,,Ghana,39.0,na,Morning,Standard,5302.4,24864.0,130.34,100.0,879.18,22.04,,1.0,
243,2022-06,"Johannesburg, South Africa",2022-11-26,2022-12-04,1.0,3683.0,18-25,M,,MasterCard,Canada,23.0,na,Morning,Budget,713.86,528.0,92.97,47.91,1394.39,10.76,3.76,0.0,1.0
244,2021-12,"Tokyo, Japan",2022-03-31,2022-04-09,1.0,1422.0,36-50,M,Online Ad,Discover,USA,49.0,Frequent Traveler,,Standard,528.18,1836.0,128.01,83.96,950.97,8.9,3.72,2.0,1.0
245,2021-05,"Bali, Indonesia",09/29/2021,2021-10-12,3.0,2389.0,26-35,M,Online Ad,Visa,UK,32.0,na,Evening,Luxury,2046.19,17550.0,144.87,100.0,1337.32,11.76,,0.0,2.0
246,2024-10,"Bali, Indonesia",2025-03-28,2025-04-09,2.0,3509.0,26-35,F,Social Media,Amex,India,33.0,na,Afternoon,Budget,1561.17,1800.0,,100.0,1061.15,8.78,,,1.0
247,2022-08,"New Delhi, India",2022-09-24,2022-09-28,5.0,4843.0,51+,M,Online Ad,Discover,Portugal,60.0,na,,Budget,3995.96,1400.0,91.14,100.0,937.17,18.69,,,1.0
248,2025-09,"Lima, Peru",2025-11-12,2025-11-22,1.0,443.0,36-50,M,Friend/Family,Visa,Thailand,45.0,Frequent,Afternoon,Standard,644.66,1560.0,158.76,100.0,769.55,14.23,8.07,,0.0
